train_acc,train_f1,train_eod_max,train_eod_mean,train_eod_strict,train_dp_max,train_dp_mean,train_loss,valid_acc,valid_f1,valid_precision,valid_auc,valid_eod_max,valid_eod_mean,valid_eod_strict,valid_dp_max,valid_dp_mean,valid_TPR,valid_TNR,valid_FPR,valid_FNR,valid_MCC
0.507172131147541,0.3660837751147244,0.04250313943193795,0.02877330620151145,0.04571571578678324,0.045378695521211515,0.030252463680807695,1.0666608805826567,0.5263713080168776,0.3118505188191599,0.2987114635411358,0.6175258578252771,0.06921101774042951,0.0259525850413025,0.06921101774042951,0.017535074859584054,0.011690049906389369,0.3719947940552693,0.6877191551330805,0.3122808448669196,0.6280052059447306,0.10378417781491024
0.5566236740597879,0.4683579426798645,0.07432093087867286,0.056090986856792986,0.07432093087867286,0.08727451127332274,0.05818300751554852,0.9485607727744195,0.5917721518987342,0.5339637938853392,0.6819307904707274,0.7478707882773202,0.31419645484798414,0.2013005239558232,0.31419645484798414,0.2889234389152834,0.19261562594352225,0.5332426776104188,0.7625258187514747,0.23747418124852526,0.4667573223895813,0.316155319328839
0.5889183542269367,0.5245262030521421,0.10184490025517817,0.07026923374932213,0.10184490025517817,0.11229453734433542,0.07486302489622361,0.8757789629289706,0.619198312236287,0.5409492659418914,0.6394132509705006,0.7600331506437307,0.11615692844045003,0.0610545314982833,0.11615692844045003,0.07572867806982797,0.050485785379885274,0.5369160055169165,0.760584654417353,0.23941534558264702,0.4630839944830833,0.3421912374055909
0.610806412729026,0.556701751600237,0.11587046662268363,0.07718052448198807,0.11587046662268363,0.12789402710386125,0.08526268473590752,0.8267727312034673,0.5516877637130801,0.5014517694094588,0.668837707259755,0.7446574779742553,0.11528447444551593,0.08407785697893005,0.11908818172077573,0.1299268285306759,0.08661788568711726,0.5117482436904254,0.7566067036645681,0.24339329633543186,0.4882517563095747,0.2856158387706582
0.6269286403085824,0.5790625125291942,0.12094350368123874,0.08115213080736389,0.12094350368123874,0.1360843160330323,0.09072287735535485,0.7957045733066511,0.6993670886075949,0.6661372306483239,0.7379700404748837,0.8274405101628234,0.18211728129551236,0.11217647622270753,0.18211728129551236,0.15414644110214804,0.10276429406809869,0.6380852632469378,0.8154907509479434,0.1845092490520566,0.3619147367530622,0.4873055858551504
0.641453712632594,0.5981377946624732,0.1278964466999719,0.08410446524654798,0.1278964466999719,0.14297661704494402,0.09531774469662935,0.7545597855587245,0.6729957805907173,0.6275849734966114,0.6825695464144731,0.821871395591546,0.22605060406432287,0.10985723732034447,0.22605060406432287,0.11852697240465374,0.07901798160310247,0.6286914185225109,0.8055707502719552,0.19442924972804468,0.3713085814774892,0.45449439902461314
0.6535163245626119,0.6132448001243835,0.12972278071095478,0.0838870869019126,0.12972278071095478,0.14654295558647132,0.09769530372431423,0.730650956168584,0.7158931082981715,0.6832848231502701,0.741940418658026,0.8445140613574518,0.14735245511964318,0.0743049917365488,0.14735245511964318,0.15051191273562342,0.10034127515708224,0.6555807865868721,0.8240657006327394,0.17593429936726057,0.34441921341312787,0.5161484975776266
0.6635652724204436,0.6260966928857309,0.1297169890661095,0.08381075887965876,0.1297169890661095,0.14993125017941505,0.09995416678627672,0.7119695308008442,0.7130801687763713,0.6652195964601167,0.7745863385749846,0.8475517850113597,0.1860789773541907,0.0883484393296017,0.18767874795312373,0.13453555526580246,0.08969037017720166,0.6291057218295044,0.8115263173366657,0.18847368266333417,0.37089427817049564,0.5139186119943375
0.6722182042215793,0.6367540603198382,0.12994666934381927,0.08350126142815885,0.12994666934381927,0.1517137084675966,0.10114247231173107,0.6929302746097745,0.6863572433192686,0.6079684040085981,0.7735626241349719,0.8078949825767472,0.1471770124633925,0.09632440100880728,0.14584323757348006,0.1288733061218824,0.08591553741458825,0.5793516079650259,0.793800562579975,0.20619943742002497,0.420648392034974,0.463355430584658
0.6800144648023144,0.6464419093693156,0.12881923323060507,0.08286007277116199,0.12881923323060507,0.1532207430558867,0.10214716203725781,0.6750952416353768,0.7236286919831224,0.6823503712388233,0.7768754161669286,0.8555650099296125,0.20941902670560453,0.10604947336743582,0.20941902670560453,0.14461664922364076,0.09641109948242717,0.6478248585997123,0.8193598880881465,0.1806401119118534,0.35217514140028766,0.5332067413863594
