train_acc,train_f1,train_eod_max,train_eod_mean,train_eod_strict,train_dp_max,train_dp_mean,train_loss,valid_acc,valid_f1,valid_precision,valid_auc,valid_eod_max,valid_eod_mean,valid_eod_strict,valid_dp_max,valid_dp_mean,valid_TPR,valid_TNR,valid_FPR,valid_FNR,valid_MCC
0.5130456444873032,0.23200414782240616,0.0029165246847936465,0.0013976201806379137,0.0036466459363238,0.0002527445339466361,0.00016849635596445544,0.9923931387834172,0.5485232067510548,0.32960825869454513,0.6163830120822765,0.6222688460543067,0.0573125363155472,0.02932775818539955,0.0573125363155472,0.00419574595087958,0.0027971639672530594,0.37875185750122836,0.6989966918065286,0.3010033081934715,0.6212481424987716,0.1481440958994255
0.5133196721311475,0.23306249760543996,0.0033460281913249724,0.0015882229323506086,0.004153575155116718,0.0002841764776355671,0.00018945098509039844,0.9952535484428001,0.5864978902953587,0.4131708434439096,0.6828630241195685,0.6821976879368598,0.013387021475256763,0.007425962712569387,0.025046685340802996,0.012492544779660122,0.008328363186440096,0.4301655978404302,0.7203704002467695,0.2796295997532305,0.5698344021595698,0.25454308732360625
0.5135936267204348,0.2338889059092264,0.003700140513675472,0.0018007741465128294,0.004540531342157705,0.0002545105065429043,0.0001696736710286054,0.9993860231301134,0.5312939521800282,0.2451168286742074,0.7874985271591847,0.6624182443757091,0.012535014005602241,0.004593372827062291,0.01621148459383759,0.0029969613934854866,0.0019979742623236333,0.3406370483278041,0.6702186703372961,0.3297813296627039,0.6593629516721958,0.08104009740316222
0.5139022822243652,0.23496339569033428,0.004053796214991847,0.0019531071645259876,0.004944949696785161,0.0003061214859777506,0.00020408099065183675,0.9940671671896799,0.579817158931083,0.48752594101651026,0.5580910747248864,0.6585363032420116,0.07289915966386554,0.029000914594703785,0.07289915966386554,0.019276733317038858,0.01285115554469255,0.4777754069562559,0.7441150618581714,0.2558849381418286,0.5222245930437441,0.25938406505863565
0.5144144501544133,0.23678908544916888,0.004905304947756357,0.0023221289853063956,0.00590632317940365,0.00031334891820233857,0.0002088992788015568,0.9882300215608933,0.5643459915611815,0.35460881119668713,0.6674259060865553,0.6716222241271513,0.02959850606909431,0.01657895002969742,0.046813725490196134,0.0061728976526529145,0.00411526510176861,0.3958372751360637,0.6979138867660248,0.30208611323397516,0.6041627248639364,0.20805110650597827
0.5147382774831244,0.2378883021579995,0.00514104241804925,0.0024613053109166557,0.006324909042553339,0.00034050871373547675,0.0002270058091569981,0.9913220010705026,0.5523909985935302,0.31843517490941575,0.6508978190012673,0.6648953091299044,0.02908496732026144,0.013398690586977261,0.06519607843137254,0.016223749320168235,0.01081583288011214,0.37493484133953264,0.6923424590981035,0.3076575409018965,0.6250651586604673,0.15981723799586595
0.5152148291010393,0.23953934448616074,0.005782133144259677,0.0028014870762394944,0.007013531967580033,0.00034873298992732504,0.00023248865995155653,0.9867337607026905,0.5439521800281294,0.33088396103377166,0.5864976522313143,0.6398221648546162,0.01938608776844071,0.010744809124291233,0.04549486461251162,0.007387547018085416,0.004925031345390265,0.37953091793837035,0.7012930913313605,0.2987069086686394,0.6204690820616295,0.14211725309942705
0.5155254074840652,0.24049528410638865,0.006271262228914288,0.00308612988091374,0.007597933031584847,0.00038008729155292187,0.0002533915277019439,0.9873393686091314,0.5755977496483825,0.38347730385023876,0.6692209584506005,0.6851667894556485,0.04463118580765639,0.03170847700852032,0.054512937767414504,0.012176735944647632,0.00811782396309844,0.4119949493815131,0.7125747366585644,0.2874252633414356,0.588005050618487,0.2265508113304576
0.5160623206422604,0.24232597405330317,0.0069862424696917665,0.0034723488128770926,0.00837626890763321,0.00034980165983233835,0.00023320110655487936,0.982432178154286,0.5485232067510548,0.2979910369911739,0.7083715504295531,0.6591551275441959,0.023401027077497666,0.009539720796190837,0.041118113912231524,0.01421040602505752,0.009473604016704999,0.3659239107442697,0.6845567691519339,0.3154432308480661,0.6340760892557303,0.15704719175432627
0.5166416976626717,0.2442473938149735,0.0073336829474997724,0.0037549053336542325,0.008861164786399756,0.0002582630943311903,0.0001721753962207947,0.9810786425435095,0.5791139240506329,0.45092610410441997,0.5827413173484999,0.6786246078248074,0.10137414257578162,0.04076726775251355,0.1325847614304364,0.01325950909326179,0.008839672728841194,0.449354817109038,0.7295911672311188,0.2704088327688812,0.550645182890962,0.24012622070346773
0.5168302229281297,0.24488466405479992,0.007382717501970167,0.003872548483727502,0.009023416841295595,0.00023829919029039193,0.00015886612686027502,0.9901235819207783,0.5952883263009845,0.4351931478684781,0.6450128322304768,0.6951598194126741,0.03948412698412701,0.021789662565235332,0.053267833291829825,0.001098142181401189,0.0007320947876007904,0.45219861053687316,0.7268254216469693,0.27317457835303066,0.5478013894631268,0.2871752667664457
0.5173900002242605,0.2467947731477277,0.0078052731301414165,0.004093561807074962,0.009535795276538583,0.0002559073986238003,0.00017060493241585965,0.9816980422865115,0.5587201125175809,0.38581089086764203,0.6296159784559519,0.6968791538555082,0.0658169771881768,0.0391804244880214,0.06950701408854576,0.009442039659045443,0.006294693106030275,0.4288738779450769,0.7307524989914995,0.26924750100850053,0.5711261220549231,0.2136947884426228
0.5178731752735012,0.24840134227672808,0.008593890000899211,0.004426051684899123,0.010363392758123702,0.0002663603862222974,0.0001775735908148723,0.9781927099108351,0.580168776371308,0.3873457946196756,0.738227880038225,0.6951976948875203,0.07254901960784313,0.03450473517894502,0.07254901960784313,0.02383885717855294,0.015892571452368633,0.4165612020438458,0.7078245386684777,0.29217546133152233,0.5834387979561542,0.26053413686795895
0.5184912498904182,0.2504590460703218,0.00910948186699444,0.004706360439019249,0.011069402880279244,0.00025180210024544625,0.0001678680668302923,0.9831400464217941,0.5436005625879043,0.2833597318465904,0.7096132203398328,0.6707859610246499,0.014252846757230708,0.007780804804178472,0.023902894491129784,0.01562039083946153,0.010413593892974355,0.35827795094258175,0.6822929654344314,0.31770703456556854,0.6417220490574183,0.1296583516901786
0.5190934036167423,0.2524095196374904,0.009568096333949883,0.004990785665419824,0.011645757553619074,0.00025200497269627087,0.00016800331513085187,0.9744437983548745,0.5678621659634318,0.40489099906864245,0.6685100543860427,0.6694019193840162,0.07187208216619982,0.05907126642606538,0.07973856209150332,0.07111846400894772,0.04741230933929849,0.41935719571683694,0.7105436123050687,0.28945638769493126,0.5806428042831632,0.20478627121154439
