train_acc,train_f1,train_eod_max,train_eod_mean,train_eod_strict,train_dp_max,train_dp_mean,train_loss,valid_acc,valid_f1,valid_eod_max,valid_eod_mean,valid_eod_strict,valid_dp_max,valid_dp_mean
0.6574252651880425,0.6273838809926313,0.14155622422806385,0.0922458647502916,0.14155622422806385,0.1502018794490209,0.10013458629934724,26.661215424422704,0.5263713080168776,0.22990094448283804,0.0,0.0,0.0,0.0,0.0
0.7298999517839923,0.7134282519551296,0.12955949802333533,0.07997092834066977,0.12955949802333533,0.16632770681820389,0.1108851378788026,16.076385158696997,0.6958509142053446,0.6130124697286535,0.1809778220481591,0.0827994473895919,0.1809778220481591,0.07177635776728608,0.04785090517819072
0.7652684024429444,0.753502825259381,0.11313175007549281,0.07175046189248697,0.11313175007549281,0.16699171487121645,0.1113278099141443,13.207710574195149,0.7524613220815752,0.7418422868922566,0.16593092311291213,0.06376364758715232,0.16593092311291213,0.16041998113079392,0.10694665408719595
0.7905617164898746,0.7816473837998403,0.10420846144682594,0.06573717061802542,0.10420846144682594,0.16670493703134814,0.11113662468756547,10.84497467324267,0.7781293952180028,0.7582847579772919,0.2485379455021544,0.08966216914686366,0.2485379455021544,0.16048046571143998,0.10698697714095999
0.8113669238187078,0.8041379879037921,0.09152596774250998,0.05805560689077808,0.09152596774250998,0.1653257627593745,0.11021717517291633,8.473870050251886,0.5608298171589311,0.5741196223504721,0.21257902067931,0.09211462085344736,0.21257902067931,0.1906141812544403,0.12707612083629352
0.828702587592414,0.8226965843992415,0.08078821343994802,0.053455281935058364,0.08078821343994802,0.16441907488528743,0.10961271659019162,6.709743866695158,0.710618846694796,0.7114493201719351,0.1456069859637844,0.08463440942261939,0.14679631415407696,0.18977582530466625,0.1265172168697775
0.8441245350599256,0.8390068785896313,0.07364114230713803,0.048576403319906425,0.07364114230713803,0.1636274677564223,0.10908497850428155,5.0898157127108155,0.7855133614627285,0.7815217124312809,0.13684830099834733,0.09787039002680213,0.1376481862978139,0.19194434625340165,0.12796289750226775
0.8576723722275795,0.8530744130300757,0.06584802656080135,0.04406767749177202,0.06584802656080135,0.16264019923764383,0.10842679949176255,3.773760222423042,0.7767229254571026,0.7686606872403815,0.09265841124668917,0.05776471182724615,0.09265841124668917,0.15302797213544778,0.10201864809029852
0.8692542590806814,0.8651202011579318,0.05968269321550701,0.04094310662497088,0.05968269321550701,0.16173834105414206,0.10782556070276135,3.009190644914412,0.6388888888888888,0.6157925972163604,0.08294502024908845,0.04559495168833962,0.0858426704014939,0.11135558339609025,0.0742370555973935
0.8787789296046288,0.8749959067395747,0.05406262083300517,0.03775728702846023,0.05406262083300517,0.16093796136605956,0.10729197424403973,2.503853485232494,0.7714486638537271,0.7674750772163117,0.10982047153691255,0.08109438526327169,0.10537340619307833,0.17358231827482107,0.11572154551654741
0.8873443937932848,0.8838236270374198,0.04989546140483858,0.035458449170434614,0.04989546140483858,0.16054288426546784,0.10702858951031191,1.9205084102248042,0.7317158931082982,0.7384066835225814,0.06379920438797522,0.04683408639289315,0.05757527054537659,0.13548843529860294,0.09032562353240196
0.8946078431372549,0.8912760766420896,0.045939908785963546,0.03322031677422307,0.045939908785963546,0.16003076884915174,0.10668717923276784,1.69186025024495,0.7640646976090014,0.7516941369270936,0.09876083651383802,0.0635362342744964,0.09381296266950401,0.15246675455109288,0.10164450303406192
0.9004014909873155,0.8972747862591759,0.04265592121264139,0.031382745022388026,0.04265592121264139,0.15948516336445948,0.10632344224297301,2.029926815051352,0.8080168776371308,0.7942534577828892,0.17411088221311666,0.0796110093006644,0.17615587198816773,0.14860714422052482,0.09907142948034986
0.9054880148780824,0.9024956037336255,0.04029264633687901,0.029928802697131236,0.04029264633687901,0.15902569087522292,0.10601712725014863,1.8816737098657061,0.8087201125175809,0.7989975299219445,0.18473577373810546,0.07167633708389676,0.18473577373810546,0.14607075803540134,0.09738050535693425
0.909920443587271,0.9070510574763956,0.038293259815416314,0.02859726516617615,0.038293259815416314,0.1586828562294536,0.10578857081963573,1.923130378888681,0.8037974683544303,0.7977585195812628,0.08247873889781843,0.05251057941321058,0.08247873889781843,0.14593789026808057,0.09729192684538705
0.9139155918514947,0.9111274120771625,0.036532826406926566,0.027493015242885277,0.036532826406926566,0.15845699472215424,0.10563799648143614,1.6828230703348364,0.7689873417721519,0.7664805033270028,0.0880465347822382,0.048442017162756756,0.07631886087768441,0.13442251850852954,0.0896150123390197
0.9176640762380169,0.9149423932093234,0.034499168153261595,0.026312337447758776,0.034499168153261595,0.15827687073768126,0.10551791382512084,1.352054793441537,0.789732770745429,0.7880285550216547,0.08598766969264782,0.052893565533528,0.08598766969264782,0.15355894742947968,0.10237263161965314
0.9211366923818708,0.9184741475614269,0.03241993090853146,0.025288549507859748,0.03241993090853146,0.15801699167314112,0.10534466111542744,1.1102978511854447,0.7289029535864979,0.7338602695563053,0.07297845654419358,0.052011214154243555,0.07718311368263153,0.1460261382627936,0.0973507588418624
0.9241168857534385,0.9215036281547643,0.03071976357885675,0.024390388608945452,0.03071976357885675,0.1577690133578352,0.10517934223855678,1.224730541758965,0.8066104078762306,0.8049901875411624,0.1303133890234608,0.06602859040012514,0.1303133890234608,0.14717484951981685,0.09811656634654459
0.926374156219865,0.923807890291216,0.029611056736945862,0.023677641389248587,0.029611056736945862,0.15756103620950043,0.1050406908063336,1.8799618948161199,0.5893108298171589,0.6153007790641922,0.05107376283846876,0.03336252408288843,0.05107376283846876,0.08422577010009202,0.05615051340006136
0.928663268586123,0.926147984050925,0.028633801859580962,0.02297757019530437,0.028258128972253216,0.15750844480248577,0.10500562986832385,1.5821336043375323,0.8090717299578059,0.7984711677791401,0.14001011175755929,0.07471051573899634,0.14001011175755929,0.15252327292972934,0.10168218195315291
0.9309196107653196,0.9284421817929327,0.028119607081082423,0.02219827606691116,0.02674748698830809,0.1572276323726245,0.10481842158174966,1.1829618498352477,0.7950070323488045,0.7908479306053514,0.1022096845806443,0.06962649056669057,0.10119303647024203,0.15778691877168707,0.10519127918112474
0.9329299610079242,0.9304894245558649,0.02782218019581116,0.021662652505189617,0.025468738925478407,0.1570886438203267,0.10472576254688444,1.168155049404045,0.819971870604782,0.8142176855335053,0.18126457338193014,0.0713115179808201,0.18126457338193014,0.16539211112504792,0.11026140741669864
0.9349184345869496,0.9325089150038165,0.027444297141598406,0.02108272417896891,0.02432338299301884,0.1568933595487515,0.104595573032501,1.0194960785463898,0.819971870604782,0.8126528683236277,0.1272044008783646,0.057029795522209624,0.1272044008783646,0.14924669429456885,0.09949779619637922
0.9367574734811958,0.9343707648291386,0.027010275073291845,0.020435724012976664,0.023296583609414778,0.15673805945697833,0.10449203963798555,0.9305916680894224,0.810478199718706,0.7994639553887933,0.12818539228337067,0.05473195401501526,0.12818539228337067,0.13863264194169383,0.0924217612944626
0.9383808693717083,0.9360059934332563,0.026875577285682628,0.02001318640478404,0.023082561837957566,0.15663834742543184,0.10442556495028792,1.1786490650048251,0.8020393811533052,0.7983842358267047,0.11675306937118457,0.06755787081726827,0.11675306937118457,0.16391965862899305,0.1092797724193287
0.9400224115146969,0.9376666961021712,0.026542395213482964,0.019497813771857293,0.02278000496449649,0.15654058362041418,0.10436038908027612,0.7665156799089253,0.8027426160337553,0.7992514118259323,0.11635312672145126,0.05974851715030197,0.11635312672145126,0.15686973455697276,0.10457982303798186
0.9415617681498829,0.9392237910879285,0.02632813085857562,0.019078847615687195,0.022650598804824507,0.15645880125264439,0.10430586750176292,0.6834826864869753,0.8178621659634318,0.8113364513456426,0.17517488058316166,0.08196019818758087,0.17517488058316166,0.16644811241009738,0.11096540827339825
0.9430115884680611,0.9406916587155928,0.026155971779298362,0.018724555637604817,0.0225789456675973,0.15640545732498995,0.10427030488332661,0.6236572008123739,0.8111814345991561,0.8051118666624552,0.18410944845644783,0.08266145666992286,0.18410944845644783,0.1725848184694129,0.11505654564627528
0.9443868531018965,0.9420819446175163,0.025944791766903688,0.01832944126315635,0.022450408939880165,0.15631437240804041,0.10420958160536027,0.6141501881519876,0.8182137834036568,0.8113458258083895,0.10470951335280221,0.04898007692546125,0.10470951335280221,0.12883711452854502,0.0858914096856967
0.9456850561483187,0.9433923640731191,0.025772801570904072,0.017984435434945434,0.02240382950578186,0.15624541894592023,0.10416361263061351,0.5244883728234264,0.8185654008438819,0.8129194480175647,0.14760902210249105,0.07446621829849968,0.14760902210249105,0.16229252425456475,0.10819501616970983
0.9468983546287367,0.9446176644893343,0.025575506536599214,0.017634946240421057,0.02228879870360377,0.1561722501294554,0.10411483341963694,0.4957202562025911,0.820675105485232,0.8168701940098607,0.0914133067711046,0.04565512668647879,0.0914133067711046,0.13758457306066355,0.09172304870710901
0.9480417725957745,0.9457729018849954,0.02535087742066211,0.017267190340132688,0.02216427042698589,0.15608187437344334,0.1040545829156289,0.4674152092740529,0.8185654008438819,0.8109297340338105,0.13458447467910262,0.07347054902603893,0.13458447467910262,0.14734390888047502,0.09822927258698333
0.9491374298031653,0.9468792540319743,0.02514572595741378,0.016940294992033533,0.021983128724184425,0.15603202737582722,0.10402135158388481,0.4516206785476081,0.7222222222222222,0.7297252324461021,0.12350262509375332,0.06635619459577151,0.1298617807778849,0.16196432103827235,0.1079762140255149
0.9501825320292051,0.9479346018302176,0.025053115530725714,0.016690194255978914,0.021945963544307917,0.15600242980527193,0.1040016198701813,0.4010071567077416,0.8277074542897328,0.8218751458767669,0.132848874501015,0.06947499308661946,0.132848874501015,0.1623267327468973,0.10821782183126488
