train_loss
1090.8311888586957
1008.703125
967.516328125
919.1054313858696
863.2188451086956
820.1768444293479
775.9539266304348
737.0310461956522
681.6980027173913
607.5867493206522
546.6401970108695
493.2654585597826
453.2163094429348
415.3870991847826
383.93824388586955
343.5361854619565
313.76117017663046
275.08317000679347
247.89202445652174
211.33563349184783
181.2787941576087
151.97248768682064
127.29307829483696
117.3820902683424
82.35258831521739
77.83841584578805
56.05792024031929
35.83446562393852
19.169357060971468
1.5027536010742188
-4.178336619501528
-15.621900475543478
-33.70104614257812
-40.35497266686481
-59.132357124660324
-69.38693911345109
-72.66635211447011
-83.01675823709239
-87.95956330672554
-103.45056852921195
-101.69827021059783
-116.03374065896739
-127.4306640625
-131.0127186650815
-134.713076171875
-152.8896484375
-151.61614045516305
-153.46898182744565
-153.39984714673912
-166.75889096467392
-164.3063824728261
-167.14851902173913
-177.05918393342392
-178.96183933423913
-179.16446925951087
-186.22616423233697
-194.39783288043478
-199.58720618206522
-194.7734909986413
-194.54281080163042
-212.49992866847825
-205.63564707880434
-207.82488875679348
-210.63507897418478
-215.5444539741848
-215.49660071331522
-224.55050101902174
-225.71077530570653
-217.95204313858696
-228.04916440217391
-236.02776664402174
-235.8573191236413
-235.75614894701087
-231.21327190896739
-237.10999405570652
-237.1657039741848
-242.6089546535326
-241.05327700407608
-244.5891796875
-244.9838043478261
-248.45508067255435
-248.04489639945652
-251.0308058763587
-256.0688196331522
-251.8608602241848
-258.9756165081522
-253.96644191576087
-260.22741423233697
-258.61554432744566
-263.3052751358696
-264.6142348845109
-264.0114775815217
-272.10550611413043
-268.3703413722826
-269.2926630434783
-274.8634561820652
-268.7196382472826
-275.8268461277174
-275.2168376358696
-278.5654008152174
