train_acc,train_f1,train_eod,train_dp,train_loss,valid_acc,valid_f1,valid_eod,valid_dp
0.4082608695652174,0.5296353896664938,0.2695234434582492,0.24172366177880988,0.4604077104381893,0.38110336081166774,0.5510579576816927,0.015503875968992276,0.005952380952380931
0.3839130434782609,0.5031556802244039,0.48395320917571133,0.4496575606927395,0.29971194083276004,0.3443246670894103,0.4580712788259958,0.5980602385881888,0.5290975979432869
0.3739855072463768,0.49131484425602073,0.5933195236259119,0.5577863685028963,0.21882129353025684,0.3303741280913126,0.4639593908629442,0.626934831903776,0.5450193776140594
0.36970108695652176,0.4852533232728967,0.6581417773652976,0.6249204934570827,0.17514782011508942,0.32656943563728597,0.4290322580645161,0.8480725623582765,0.8005424772648786
0.36667391304347824,0.4808710062545662,0.7079880602388682,0.6780356964936163,0.12865695567234703,0.34242232086239693,0.41113003975014195,0.7994083326485332,0.8115359157361575
0.3648913043478261,0.4776195017284539,0.7443431286569269,0.7160935596208119,0.1113695664898209,0.33417882054533926,0.42180616740088106,0.8441659272404614,0.8482910287402633
0.3634006211180124,0.4751846589090723,0.7739089320402183,0.7473562834369554,0.08452902670787728,0.3398858592263792,0.4755667506297229,0.5987626934831904,0.5495424197076091
0.3624184782608696,0.4733215111450313,0.7937008211626672,0.7686646554779863,0.09425708059383475,0.3443246670894103,0.43926247288503256,0.7821773636991027,0.7687396876558843
0.36184782608695654,0.4721009461201083,0.8106608427489508,0.7871914732023492,0.07134237895193307,0.3379835129993659,0.41216216216216217,0.8450902099970422,0.8425329035723879
0.3611304347826087,0.47082020347528586,0.8263019582132687,0.8049474345017205,0.051549565979967946,0.3297400126823082,0.44339125855713535,0.822993690229715,0.7638928859214918
0.3606620553359684,0.4698421022443277,0.8395246830366951,0.819853046254197,0.042879729847545206,0.3379835129993659,0.4635149023638232,0.7075939071280686,0.6542678715321745
0.3602989130434783,0.4690359298994805,0.8506405235038706,0.8324476426138815,0.042187949697608536,0.3392517438173748,0.4172259507829978,0.8555654145716258,0.8635485015924178
0.35994147157190637,0.4682739794536248,0.8610541268609913,0.8440542595463347,0.03242695379516353,0.34242232086239693,0.44928305894848647,0.7985679779158039,0.7926019722957677
0.35965062111801244,0.4676945715521192,0.8693500865090534,0.8532010354161765,0.039290341572917026,0.3379835129993659,0.45168067226890757,0.8016612442078281,0.764139902536357
0.35945652173913045,0.4672336168084042,0.8770844812703309,0.8619843434000758,0.02503551009232583,0.336715282181357,0.4412393162393162,0.7952035886818496,0.7988661217911822
0.3593070652173913,0.4668016011216898,0.8837758263017758,0.8695383801726626,0.027804421011520468,0.33100824350031705,0.44091149973502913,0.8250024647540175,0.7806972103910057
0.35914961636828646,0.466421426403965,0.8897950788911316,0.8761593762395414,0.025073136596576028,0.32910589727330375,0.43543223052294555,0.8267401163363897,0.819387686581482
0.3589794685990338,0.4660553596668159,0.8952085396916913,0.882175776553427,0.025025860842155374,0.33608116677235256,0.44219499200852425,0.8372153209109731,0.7991131384060474
0.35885011441647596,0.4657415396643038,0.900011862682504,0.8876756691335174,0.02058146802627522,0.3322764743183259,0.43295638126009695,0.8631075618653258,0.8321630021871762
0.35868478260869563,0.46542054381212117,0.9043717089938659,0.8924763667331788,0.02288870558142662,0.34115409004438807,0.4275482093663912,0.8938307206940748,0.8626131959633169
0.3585869565217391,0.4651730879617441,0.9084108891298048,0.8970281369938086,0.0195719722237276,0.3329105897273304,0.43923240938166314,0.8517080745341614,0.8209992901270098
0.3584387351778656,0.4649161845423528,0.9119410548934211,0.9008762358094462,0.022830680547201117,0.33100824350031705,0.431266846361186,0.8727693976141181,0.845679367637466
0.3583837429111531,0.4647253171843336,0.9153677251071068,0.9048117156757702,0.016946111642148185,0.3284717818642993,0.4247691472026073,0.9014837819185646,0.8797820498062239
0.35827898550724635,0.4645049130763417,0.9184580058798701,0.9082630274194367,0.018713986050823462,0.3329105897273304,0.4386339381003202,0.8343931775608795,0.8042597175856645
0.3582130434782609,0.46433327889971515,0.9210083843493766,0.9111801158287653,0.022571011119238708,0.33354470513633483,0.4352498656636217,0.841232869959578,0.8316042170292774
0.35813545150501674,0.46415334036003714,0.9237934509650437,0.9143078748191101,0.01463363684065964,0.33608116677235256,0.4373992477162816,0.8610987873410234,0.8240402325313687
0.3580877616747182,0.46401764075121094,0.9262020615090153,0.9170962299640273,0.015000711200029954,0.336715282181357,0.4345945945945946,0.8557256235827664,0.8454323510226008
0.35800465838509316,0.46385569510273683,0.928644236231142,0.9196977246014539,0.015107408902891304,0.33608116677235256,0.43557951482479784,0.8755915409642118,0.8494613598864204
0.35793103448275865,0.46371303525699226,0.9307448849143746,0.9221343004598386,0.014233623511441376,0.3284717818642993,0.4435102469784551,0.8255447106378784,0.7671160930125475
0.35786231884057973,0.4635636108286115,0.9328718677284653,0.924486702136631,0.01346765322772705,0.33608116677235256,0.42942779291553135,0.8756676801709262,0.8787292314185948
0.35780504908835903,0.46344850214147193,0.9347637483369751,0.9265198544851404,0.013628586627866911,0.3284717818642993,0.44467750393287886,0.7715912451937297,0.7211734008671962
0.3577921195652174,0.4633654823199496,0.9365019410018159,0.9283801368358118,0.018062770280825056,0.33608116677235256,0.42377545404512934,0.8787957211870255,0.8642247995088447
0.35773715415019763,0.46325907615741824,0.9382628378841859,0.9303193168406172,0.011771878464066464,0.3316423589093215,0.41832229580573954,0.900399290150843,0.8791057518897971
0.3576918158567775,0.4631527756995361,0.9398851107804369,0.9322033483212843,0.010303691774201781,0.33417882054533926,0.4385026737967914,0.8466060337178349,0.8275104562372895
0.35764285714285715,0.46304733274663884,0.9415362311940334,0.9340332790775008,0.009143261775050475,0.34051997463538364,0.43722943722943725,0.8829734792467712,0.8627307087218449
0.35760567632850243,0.462956652556598,0.942956180871217,0.9356439412865543,0.013148947341934494,0.33417882054533926,0.4391025641025641,0.8565389924085576,0.8291220597828173
0.3575793184488837,0.4628795433444517,0.9442894155335178,0.9371713275625293,0.011504851707621762,0.34051997463538364,0.44086021505376344,0.8392240954352757,0.8307984152565135
0.3575371853546911,0.4627946969497655,0.9456845827315833,0.9386750294922424,0.00853308310975199,0.33417882054533926,0.453125,0.7848885931184069,0.7392128084110356
0.35749721293199554,0.4627116826938764,0.9468191217446502,0.9399502379228644,0.014553992238867542,0.3373493975903614,0.4305177111716621,0.8673962338558612,0.8484732934269598
0.3574619565217391,0.46263629876416396,0.9480812879275343,0.9413682637115803,0.007416469679902429,0.3297400126823082,0.4314147391070468,0.8605565414571625,0.8262106212347953
0.35743637327677624,0.46257480714778276,0.9491691346601336,0.9426206888179928,0.009898646341069885,0.3481293595434369,0.4250559284116331,0.8734225574287686,0.8635485015924178
0.3573964803312629,0.46249161164628205,0.9500464735288552,0.9435420774231832,0.02566833267069381,0.34242232086239693,0.44157242864835755,0.8466060337178349,0.8208170254403131
0.3573685540950455,0.4624343703678643,0.9510380207482797,0.9446922133636421,0.010821333471280725,0.3354470513633481,0.4329004329004329,0.8580055210489993,0.8513847319749818
0.3573443675889328,0.46237179129493117,0.9521069626822752,0.9459034209576552,0.005836788609057017,0.3354470513633481,0.4322860238353196,0.892364192053633,0.880029066421089
0.35731159420289854,0.46231042043468157,0.9530855397712952,0.946996166306471,0.007216110929198887,0.3348129359543437,0.42958129418162044,0.8600142955733018,0.8554784927669697
0.3572896975425331,0.4622532398849359,0.9538865411728147,0.9479144562854803,0.014861942792068357,0.32593532022828153,0.4281871974179666,0.8602854185152322,0.8186466367368865
0.3572802960222017,0.46221336377885713,0.9545967415243009,0.9487022191914019,0.0157845556444448,0.3272035510462904,0.44362873623492394,0.8207137927634822,0.7589933233567399
0.3572463768115942,0.46215532008428456,0.9554540133904698,0.9496553420371193,0.008278550258635178,0.3373493975903614,0.42864953526517224,0.9040348023267277,0.8814584052799201
0.3572293700088731,0.4621036471608133,0.95631565240814,0.9506203382598118,0.006592963881102269,0.3322764743183259,0.43417517463729177,0.8386818495514148,0.8316042170292774
0.3572130434782609,0.4620638212713314,0.9570895129341331,0.9515122730255872,0.00582523042012168,0.3443246670894103,0.435589519650655,0.8997461303361924,0.8800938183492575
0.35717178175618075,0.4620022296544036,0.9578469186944234,0.9523269796163519,0.008528836848943129,0.33861762840837034,0.43591130340724715,0.8730405205560485,0.8597545182456544
0.35715510033444814,0.46195942175031973,0.9584492069398598,0.953078235253247,0.01073677761723166,0.336715282181357,0.43823845327604727,0.8415039929015085,0.828628026553087
0.35711853978671043,0.461906601093459,0.9591015422007861,0.9537698455055647,0.011902348629158475,0.33608116677235256,0.43980738362760835,0.8565389924085576,0.8342686389624343
0.3571014492753623,0.4618699896549749,0.9598022027686179,0.954560529260751,0.00554458639058082,0.33354470513633483,0.437064809855383,0.871031746031746,0.8440030121637696
0.35708300395256914,0.46182860092243966,0.9604768650541383,0.9553438056636486,0.004436162135401821,0.33417882054533926,0.439701173959445,0.881235827664399,0.8382976478262537
0.357069099378882,0.46179543423511255,0.9611279426935949,0.9560868001921536,0.004532336403170358,0.3379835129993659,0.43137254901960786,0.8994750073942621,0.8795350331913587
0.3570518688024409,0.4617550805383056,0.9617691072999585,0.9568109002174088,0.004835165346689198,0.33354470513633483,0.4376672017121455,0.8809647047224687,0.8493966079582518
0.35703898050974514,0.4617209416165128,0.962381808364787,0.9575148628243522,0.003916341289877892,0.3297400126823082,0.4283396430502975,0.9142388839593809,0.8862284639883351
0.35702100221075905,0.4616824995796913,0.9629996957251832,0.9582031780713027,0.004258784245213736,0.32656943563728597,0.4296455424274973,0.9022971507443557,0.858883964544722
0.357,0.46164230222025376,0.9635322259618445,0.9588164789876447,0.008254469278389994,0.336715282181357,0.4345945945945946,0.8778714384304447,0.8492143432715552
0.35698503207412685,0.46161512478665123,0.9640482333839092,0.9594098576167438,0.006108536994408654,0.336715282181357,0.44361702127659575,0.8349354234447403,0.8128765204712023
0.35696353436185135,0.46157662802065685,0.964602939652562,0.9600365627727422,0.003819539643743116,0.3348129359543437,0.43081931633206727,0.894644089519866,0.8776116611027973
0.3569496204278813,0.4615466851586992,0.9651404899189001,0.9606478206188427,0.0032221388505042897,0.3316423589093215,0.43149946062567424,0.887533274179237,0.8600015348605196
0.3569310461956522,0.4615126437631639,0.9656670004299822,0.9612377873620305,0.0037797445980022135,0.3354470513633481,0.4371643394199785,0.8610987873410234,0.8399740032999501
0.3569180602006689,0.46148309445957586,0.9661834204728429,0.9618074456685938,0.003221211191671698,0.32656943563728597,0.43086816720257237,0.8778714384304447,0.8431972103910057
0.35690052700922265,0.46145252937606884,0.9666313351793211,0.9622999389295488,0.0073586785635384525,0.33608116677235256,0.43800322061191627,0.871031746031746,0.8294338283258509
0.3568883841661259,0.46142914592526574,0.9670663059302546,0.9627560265271481,0.008073753142405464,0.3348129359543437,0.4320519761775853,0.8849822537710736,0.8770528759448986
0.356875,0.4614015054664523,0.9675051636146956,0.963252719586709,0.004731069833202207,0.3373493975903614,0.43544030253916804,0.8804224588386079,0.8727120985380454
0.3568604284814115,0.4613726346452974,0.9679592505569197,0.9637692080442519,0.003157337494801892,0.33100824350031705,0.4367325146823278,0.8588188898747905,0.8337098538045356
0.35685403726708076,0.4613503889800685,0.9683784865355353,0.9642421589387252,0.005384354086025902,0.33417882054533926,0.4330453563714903,0.8827023563048408,0.869735908061855
0.35684476423759953,0.46132896695597764,0.968775128588217,0.964692079777577,0.005569061465439913,0.3297400126823082,0.42957366432811656,0.8455215419501134,0.8402857718429838
0.35682971014492754,0.46130308118715735,0.9691658716421618,0.96513818123019,0.0039384378290370755,0.3348129359543437,0.43450134770889487,0.9099502119688455,0.8683713211311922
0.3568165574746873,0.46127847867622485,0.9695618386860237,0.9655872604079758,0.0030146454801054105,0.33608116677235256,0.4349703184025904,0.8951863354037266,0.8591957330877557
0.35680669800235015,0.461255674897575,0.9699628179364279,0.9660119715585653,0.004596178439324317,0.3329105897273304,0.43923240938166314,0.8664719510992803,0.8247812823759642
0.35678985507246375,0.4612346026709138,0.9702449540440021,0.9663042755327587,0.011206057751956194,0.3392517438173748,0.43797195253505933,0.8585477669328602,0.8410915736157477
0.3567963386727689,0.4612229250527123,0.9704737640419623,0.9666004977054627,0.013373191410108752,0.33354470513633483,0.4400639318060735,0.8321132800946466,0.8180230996508193
0.35678571428571426,0.46119990871262334,0.9708270180837072,0.9670017979498841,0.004836883240014963,0.34051997463538364,0.44086021505376344,0.8613699102829537,0.8497083765012855
0.3567795429208473,0.4611828703838813,0.9711715807960671,0.967390186634373,0.004288242199842859,0.33354470513633483,0.43464228079612693,0.8829734792467712,0.8715945282222478
0.3567680242157402,0.46116041018571774,0.971521778034448,0.9677889238055477,0.002966063346551812,0.3379835129993659,0.4288840262582057,0.8876379872353247,0.8768706112582019
0.3567608695652174,0.46114253844315195,0.9718586133894155,0.968171633410264,0.0031411383238256624,0.3329105897273304,0.4410201912858661,0.8445972591935325,0.8144881240167299
0.3567498658078368,0.46112112886326745,0.9721773258815996,0.9685431635816022,0.0038046070317859235,0.3373493975903614,0.4414751469802245,0.8616410332248842,0.8434442270058709
0.3567431071049841,0.4611065642493773,0.9724509138357266,0.9688760752747179,0.005532627032219392,0.34749524413443245,0.44227642276422763,0.8636498077491866,0.8489673266566901
0.3567352016762703,0.46108829670166906,0.9727315750075902,0.9691774678160947,0.007385576558096902,0.3348129359543437,0.43266630611141155,0.8801513358966776,0.8597545182456544
0.3567248964803313,0.4610706321475846,0.9730102816347399,0.9694932337649851,0.005019269563439909,0.336715282181357,0.44831223628691985,0.8110519570146899,0.7879494263458808
0.35671994884910485,0.4610542036690033,0.9733051190960263,0.9698284351030466,0.003626254835854406,0.3322764743183259,0.4378003203416978,0.8687518485655132,0.8374918460534898
0.35671258847320525,0.46103832155628577,0.9735977177859777,0.9701478267337091,0.0036945733318672234,0.33417882054533926,0.4366952789699571,0.8610987873410234,0.8453675990944323
0.3567053973013493,0.4610228039965875,0.9738568581756581,0.9704526938916149,0.005204296275041998,0.34559289790741915,0.4403470715835141,0.8585477669328602,0.8405975403860174
