train_acc,train_f1,train_eod,train_dp,train_loss,valid_acc,valid_f1,valid_eod,valid_dp
0.20172372227579558,0.09240925432107902,0.9309927360774818,0.5403587443946188,1.921211779290018,0.20218002812939523,0.091186510055939,0.9379310344827586,0.5601688951442646
0.3747589199614272,0.3239499803375289,0.9648910411622276,0.37085391672547635,1.5036518289819862,0.34247538677918427,0.2902323689764864,0.9517241379310345,0.3758007117437722
0.42695274831243973,0.3841616195075511,0.9776564813955942,0.29928639664314693,1.3362090072613444,0.3519690576652602,0.30985754110862374,0.9655172413793104,0.32290725142291077
0.4877651880424301,0.43749743585994105,0.9102702320566975,0.2797104261577882,1.1726929690821766,0.3941631504922644,0.3441327631600236,0.8413793103448276,0.30202345477266174
0.2510245901639344,0.22072554899076025,0.9569767441860465,0.4391999436952695,0.9944176366956853,0.20639943741209563,0.1742795130811224,0.8415841584158416,0.46596858638743455
0.468297974927676,0.4292562530797892,0.8653850880157291,0.4000492426283794,0.8326796997938459,0.3161040787623066,0.2802508829414226,0.7379310344827587,0.45738636363636365
0.6363307618129219,0.6093759079875525,0.8534994004438343,0.22898584613802225,0.6260041139854644,0.38466947960618847,0.3547370753724154,0.8614735797568841,0.28048237412903987
0.265851012536162,0.26465196694892607,0.9650683118372869,0.4714147296178162,0.4506780513514663,0.18565400843881857,0.15822988764535573,0.943550605060506,0.48228510241787065
0.7102820636451301,0.7085353429216694,0.6473354231974922,0.19617809511789064,0.35425544049493835,0.37236286919831224,0.3553255904802053,0.8752873563218391,0.2723607551994258
0.5291104146576664,0.5140870693812812,0.8769884698065272,0.32010974352930605,0.2869553552471683,0.32559774964838256,0.2786541899770573,0.9574707470747075,0.35480621612446506
0.7627772420443587,0.7625595722359766,0.6691486854228718,0.24536694739974652,0.23077942978450625,0.38255977496483823,0.36028975085686693,0.8953609526172165,0.3856287934653128
0.8180448408871746,0.8140096351737478,0.5345150532230801,0.12880094190024927,0.16311357352117448,0.39205344585091423,0.3771579086912129,0.8387004844685095,0.2269546313908916
0.8798818707810994,0.8798211024605692,0.28903740110285303,0.06798426769575992,0.13626104535799016,0.38924050632911394,0.38382938514246034,0.8394461859979101,0.12634373217498135
