train_acc,train_f1,train_eod,train_dp,train_loss,valid_acc,valid_f1,valid_precision,valid_auc,valid_eod,valid_dp,valid_TPR,valid_TNR,valid_FPR,valid_FNR,valid_MCC
0.8645225646670336,0.9024657691648598,0.11246229647119849,0.2723235108293565,0.29824446527854254,0.8218135700697526,0.8698471514590088,0.8710575139146568,0.7941991062636149,0.1006122448979592,0.26731754345573844,0.8686401480111008,0.719758064516129,0.28024193548387094,0.13135985198889916,0.587442517948317
0.8645883152173913,0.9025078575362405,0.1123886804077518,0.2723736599008763,0.29905595898628234,0.8230818008877616,0.8749439713133124,0.8486956521739131,0.7760306317328639,0.10761904761904761,0.26104140286251487,0.902867715078631,0.6491935483870968,0.35080645161290325,0.0971322849213691,0.5768701971261065
0.8646363392377885,0.9025439080402025,0.11247753162356797,0.2724588020575584,0.29843635030414745,0.8224476854787571,0.8707294552169899,0.8691244239631336,0.7930250514756348,0.09374149659863942,0.26539417136717697,0.8723404255319149,0.7137096774193549,0.2862903225806452,0.1276595744680851,0.587341937218603
0.8647203075291623,0.9025950165069736,0.11239413702221793,0.2725570182663933,0.29612274864445565,0.8224476854787571,0.8706099815157117,0.8698060941828255,0.7935705813016622,0.09884353741496596,0.2675645600706036,0.8714153561517114,0.7157258064516129,0.2842741935483871,0.12858464384828863,0.5877850162617304
0.8648101100052383,0.9026547838066957,0.11241330588093693,0.2726778240130171,0.2945913274910139,0.8243500317057705,0.8733424782807498,0.8634719710669078,0.7895028871116947,0.09843537414965986,0.26718803959940146,0.883441258094357,0.6955645161290323,0.30443548387096775,0.11655874190564293,0.5874197755318298
0.8648951863354037,0.9027123580994765,0.11241631254373499,0.27277857663933963,0.29573573915854745,0.8275206087507927,0.8769230769230769,0.858281665190434,0.7869057921279581,0.09469387755102038,0.2592475346302905,0.8963922294172063,0.6774193548387096,0.3225806451612903,0.1036077705827937,0.5907952826290589
0.8649616368286445,0.9027574165887007,0.11243351150658132,0.27287709205458266,0.29616727575011875,0.8186429930247305,0.8658536585365854,0.8782112274024738,0.7978872608994062,0.11455782312925172,0.27581683358274817,0.8538390379278445,0.7419354838709677,0.25806451612903225,0.1461609620721554,0.5867341708712625
0.8650353892821031,0.9028052354686619,0.11243483969457693,0.2729623966161039,0.29613635000975236,0.823715916296766,0.871889400921659,0.8686868686868687,0.7934045910298111,0.09707482993197278,0.2686173784582326,0.8751156336725254,0.7116935483870968,0.28830645161290325,0.12488436632747456,0.5894225339669397
0.8651124437781109,0.902855034776897,0.11244932922196396,0.2730648056027491,0.2958938413599263,0.8218135700697526,0.8698471514590088,0.8710575139146568,0.7941991062636149,0.1006122448979592,0.26731754345573844,0.8686401480111008,0.719758064516129,0.28024193548387094,0.13135985198889916,0.587442517948317
0.86519145256917,0.9029099180604223,0.11256747220568672,0.27321596687294425,0.29464920189069665,0.8224476854787571,0.8706099815157117,0.8698060941828255,0.7935705813016622,0.09884353741496596,0.2675645600706036,0.8714153561517114,0.7157258064516129,0.2842741935483871,0.12858464384828863,0.5877850162617304
0.8652442598925256,0.9029435876866131,0.11263836408650213,0.2733266709104446,0.29524064307627473,0.8262523779327837,0.8747714808043876,0.8644986449864499,0.7914360210080271,0.1035374149659864,0.27177583362111973,0.8852913968547641,0.6975806451612904,0.3024193548387097,0.1147086031452359,0.5917035437561587
