train_acc,train_f1,train_eod,train_dp,train_loss,valid_acc,valid_f1,valid_eod,valid_dp
0.5439130434782609,0.4478947368421053,0.08603542372653528,0.06765396388974976,1.4797132685910102,0.6201648700063411,0.0,0.0,0.0
0.6157065217391304,0.5058354881543085,0.11735199765027743,0.16287955735918674,0.5799643593249114,0.7387444514901712,0.5452538631346578,0.1597653554175293,0.2102399178849622
0.6942028985507246,0.6119183373183741,0.09825124342102864,0.19031111732334682,0.33319756684095964,0.8788839568801522,0.8268359020852222,0.11381001676032731,0.2821984958366908
0.7480978260869565,0.684070615499966,0.0873386958462622,0.212187842795028,0.2134408392076907,0.8681039949270767,0.7984496124031008,0.2186729764369516,0.3205004604581559
0.7873043478260869,0.7351380617217109,0.07668766504445179,0.22645147789971098,0.14311876113000124,0.8814204185161699,0.834072759538598,0.10024154589371981,0.2893331990330379
0.8175,0.773932947354248,0.0675812050125264,0.23508768545838543,0.08861629484788232,0.8826886493341788,0.8459616985845129,0.13617765946958504,0.3091257050765512
0.8401552795031056,0.8026684047080473,0.06059821483959127,0.24161670058541562,0.061207649668921595,0.818008877615726,0.8013840830449827,0.13200208179253298,0.2751357392271977
0.8564402173913044,0.8233464856550525,0.05560918507724477,0.24616838740389513,0.07476877667333769,0.8693722257450857,0.8283333333333334,0.14947500739426212,0.3250594758451325
0.8702536231884058,0.8406910358122637,0.05091549115890848,0.24916410451561394,0.04920183648881705,0.87571337983513,0.8256227758007118,0.15245735975549635,0.31822455009401024
0.8820217391304348,0.8554419050663257,0.04696166164108462,0.2525085558039317,0.03220536992925665,0.8966391883322765,0.8622147083685545,0.10892980380558015,0.30093818349257506
0.8919367588932806,0.8678237327467427,0.04321865997920915,0.2549540197720867,0.025740951779096022,0.8788839568801522,0.8475658419792498,0.11441388149462683,0.3315178811250528
0.8999094202898551,0.8777411431479719,0.03963165058439866,0.2566921049117119,0.0363505837969158,0.8674698795180723,0.8037558685446009,0.1926205264714581,0.32038294769962783
0.9068394648829431,0.8863478722102085,0.036733843573297786,0.25843953218416765,0.027353088816870815,0.8681039949270767,0.8367346938775511,0.09170843947736051,0.2881220981543302
0.9129425465838509,0.8938956651747273,0.03468959175407205,0.2601813128064091,0.022056415437356286,0.8731769181991123,0.8444790046656299,0.0893527268742981,0.3087084148727985
0.9183333333333333,0.9005471231909636,0.03244896064314473,0.2613762868683683,0.017226787818514784,0.8864933417882055,0.8536385936222404,0.07093562062506154,0.287616073826791
0.9230434782608695,0.9063523031645779,0.030899651148788454,0.2625518290970481,0.017759678661823274,0.8839568801521877,0.8478802992518704,0.09416592724046136,0.2772581635393883
0.9272890025575448,0.9115790128448357,0.029185558063556716,0.2635928596689227,0.013876185776746791,0.8833227647431833,0.8525641025641025,0.0970989845213448,0.32041892099305475
0.9310748792270531,0.9162299822390535,0.027706046497547043,0.264530211482631,0.01339826525553413,0.885859226379201,0.8571428571428571,0.054545006408360464,0.2804933617282529
0.9344050343249428,0.9203229886175698,0.026198667090300387,0.26529515000320514,0.01655341522687155,0.8833227647431833,0.8342342342342343,0.1402445035985408,0.29546784467211545
0.9373260869565218,0.9239042930859277,0.024983883268643425,0.2659114521411193,0.01824782732712186,0.8839568801521877,0.8532477947072975,0.0897170462387854,0.3023147615210468
0.9401086956521739,0.9273192088088792,0.0238009803490562,0.2665936690157346,0.012126867939596591,0.8909321496512366,0.8583196046128501,0.08825051759834368,0.2873043052837574
0.9426284584980237,0.9304020522164417,0.02267665568591093,0.2670885512362591,0.011439104974269866,0.8877615726062144,0.8578313253012049,0.09132495137918756,0.31149034956448335
0.9450283553875236,0.9333394461764166,0.02177829184436275,0.2676092248074452,0.007662139000452083,0.8712745719720989,0.8392715756136183,0.08743714877255249,0.2894219331568244
0.9472463768115942,0.9360498951367614,0.020825984509287077,0.2680694671488756,0.0049756754780917066,0.8896639188332276,0.8596774193548387,0.08716602583062205,0.30417338168143976
0.949291304347826,0.9385488400520567,0.02008825886997989,0.2685648424631126,0.005334404817093973,0.8820545339251744,0.8492706645056726,0.08797939465641336,0.2787522543263881
0.9511036789297659,0.9407617504051864,0.019396404317468918,0.26892350545449434,0.009569608002253201,0.8763474952441345,0.8446215139442231,0.10958296362023068,0.3072143240857987
0.9527334943639292,0.9427494502172312,0.01875897429382478,0.2692635950204684,0.012986950722077619,0.8801521876981611,0.8479485116653258,0.12115484701564085,0.3244479298568742
0.9542313664596274,0.9445765914838806,0.01825013479842963,0.2696709556805073,0.016442649837421334,0.8763474952441345,0.8413344182262001,0.07630878438331845,0.2638713019454357
0.9556409295352324,0.9462990103772001,0.017719638332579057,0.27003755696047976,0.015073875114321709,0.885859226379201,0.8366606170598911,0.18963817411022377,0.3283882045969072
