train_acc,train_f1,train_eod_max,train_eod_mean,train_eod_strict,train_dp_max,train_dp_mean,train_loss,valid_acc,valid_f1,valid_eod_max,valid_eod_mean,valid_eod_strict,valid_dp_max,valid_dp_mean
0.6485655737704918,0.6134661749369091,0.14158471954473983,0.07479269225391845,0.14158471954473983,0.15484585500652942,0.10323057000435293,0.9180623348676595,0.2088607594936709,0.11767686395794767,0.011319761319761312,0.006708586750789167,0.012669881300040098,0.009306693015468714,0.006204462010312466
0.7097094985535197,0.6871825280834903,0.14281664728061677,0.07003871115661832,0.14281664728061677,0.16918376197597476,0.11278917465064986,0.5338358538532441,0.7274964838255977,0.6737868482615177,0.24254635184388654,0.09129144006323157,0.24254635184388654,0.11048549783023962,0.07365699855349309
0.7447765991642559,0.7278867279777738,0.14591086269175468,0.06690798621122163,0.14591086269175468,0.1768417798604775,0.11789451990698503,0.4282319965909739,0.7978199718706048,0.7817464281866519,0.2472022879738,0.09601553461407462,0.2472022879738,0.1641834110626298,0.10945560737508653
0.7687741080038573,0.7553309473616611,0.13903631807264016,0.06129333471204038,0.13903631807264016,0.17777571359454775,0.11851714239636513,0.3608920342552053,0.7985232067510548,0.7847837272352743,0.1974509315645303,0.08783153893272892,0.1974509315645303,0.17536264720186925,0.11690843146791284
0.7883799421407908,0.7772372180282717,0.1375225538452649,0.05988650749164629,0.1375225538452649,0.17937641636013985,0.11958427757342653,0.2963660480086346,0.4092827004219409,0.41402497994495385,0.10347498893315632,0.047552349094111185,0.11696132004714455,0.10371568677514553,0.06914379118343038
0.8039818386370942,0.7945587543197102,0.1333671517334717,0.058556296750968594,0.1333671517334717,0.1796736461291984,0.11978243075279893,0.23794257591982357,0.7208157524613221,0.7219397596848539,0.1678881388621022,0.09554705714429934,0.17947605271616843,0.22188570099893756,0.1479238006659584
0.8167189006750241,0.8084896267601832,0.12914476112754836,0.0575253473538118,0.12914476112754836,0.17972165027751763,0.1198144335183451,0.20646071218478645,0.7746132208157525,0.7511976784807018,0.11632294237052804,0.05107590142509668,0.11632294237052804,0.10143412906913735,0.06762275271275824
0.829292731436837,0.8220073322397409,0.12090728593585942,0.05481542625536432,0.12090728593585942,0.17793519285672652,0.1186234619044843,0.14270463183507856,0.7739099859353024,0.7439223130863747,0.2446290720575917,0.09700473693751575,0.2446290720575917,0.13343939618540607,0.08895959745693738
0.8398424943747991,0.8332280731248698,0.11599311081745112,0.0526941733765837,0.11599311081745112,0.17721115252611222,0.11814076835074146,0.11823630057052568,0.7612517580872011,0.7510826707490755,0.2155011734166421,0.08717693826046158,0.2155011734166421,0.17402306247313518,0.1160153749820901
0.8492586788813886,0.8432667280368459,0.1134374217120857,0.05171343702860195,0.1134374217120857,0.17696086197962568,0.11797390798641712,0.10224405694088343,0.6575246132208158,0.665693545560398,0.18649951783992286,0.08239897993065798,0.20076074145505202,0.19729425698906772,0.13152950465937843
