train_acc,train_f1,train_eod,train_dp,train_loss,valid_acc,valid_f1,valid_precision,valid_auc,valid_eod,valid_dp,valid_TPR,valid_TNR,valid_FPR,valid_FNR,valid_MCC
0.5469078179696616,0.6696162681868459,0.006874216833448021,0.0061736823317003475,1.141738014975117,0.4111640571817563,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.5713535589264878,0.6991030839169431,0.018746359930110645,0.004012725316945631,0.629797096152289,0.6616746085772635,0.7588549247937895,0.6538461538461539,0.6093078895992037,0.18835221625919307,0.010025796978453183,0.9040462427745665,0.31456953642384106,0.6854304635761589,0.09595375722543352,0.27654200982751775
0.6243096071567483,0.7274010103575763,0.039597342087149934,0.037075140079801394,0.47757587907194676,0.7712729748127978,0.7837837837837838,0.8838896952104499,0.7857979558243694,0.09509043927648578,0.16076299783790338,0.7040462427745665,0.8675496688741722,0.13245033112582782,0.29595375722543354,0.5635840901467514
0.6759626604434072,0.7573400908773156,0.04611968549796153,0.06926826459350943,0.34231067815906385,0.8155207624234173,0.8600929272070211,0.7770522388059702,0.7836552080542051,0.25947127807592923,0.12071706170394769,0.9630057803468208,0.6043046357615894,0.3956953642384106,0.03699421965317919,0.6285714257014585
0.7155659276546091,0.7818038597873178,0.0398453080602178,0.10096419386933686,0.2686518240072346,0.8413886997957795,0.8663224325874929,0.8599088838268792,0.8345949929181182,0.02794673027231165,0.1798817245583193,0.8728323699421965,0.7963576158940397,0.20364238410596028,0.12716763005780346,0.6714829008523959
0.7458770906262154,0.8015912783370533,0.03901676932399123,0.12355685550033357,0.21859487424862148,0.8502382573179034,0.8716452742123687,0.8798586572438163,0.8473548214217357,0.0846226329067753,0.24804165235372178,0.8635838150289017,0.8311258278145696,0.16887417218543047,0.13641618497109825,0.6921180257019319
0.771928654775796,0.8196937350096202,0.04388033341149239,0.13877087656321574,0.14805902625535167,0.8359428182437032,0.8473717542748576,0.9369747899159664,0.8494535466829997,0.08964558193258154,0.24427987364195414,0.7734104046242775,0.9254966887417219,0.07450331125827815,0.22658959537572254,0.6880553714128345
0.7946907817969662,0.8359555275854835,0.04476320793844085,0.15201621712111968,0.09920158997925745,0.85500340367597,0.8765217391304347,0.8790697674418605,0.8509015044213911,0.05143013465454871,0.22423501518856037,0.8739884393063584,0.8278145695364238,0.17218543046357615,0.1260115606936416,0.7009448947209671
0.8120446000259303,0.8486190152978645,0.04509323481367744,0.16177485600215924,0.09489183132226993,0.8127978216473791,0.8584662892434379,0.7736549165120594,0.7800941698886039,0.07632677400119264,0.15540490479365787,0.9641618497109826,0.5960264900662252,0.40397350993377484,0.035838150289017344,0.623681452305234
0.8273278879813302,0.8599337434926645,0.04416419583134784,0.17095474308347325,0.06943943412015986,0.8325391422736556,0.866304347826087,0.8174358974358974,0.8133426482410137,0.05430331941959851,0.17998275711100775,0.9213872832369943,0.7052980132450332,0.2947019867549669,0.07861271676300578,0.652694940186126
0.8403946112230827,0.8697812088901198,0.0443049652558839,0.17889084155240131,0.05124707994515309,0.8475153165418652,0.8702201622247973,0.8722415795586528,0.843044443593768,0.0589151645946685,0.21847279193356095,0.8682080924855491,0.8178807947019867,0.18211920529801323,0.13179190751445086,0.6854149023259063
0.8505737067288993,0.8774903336389365,0.04391192795750165,0.18412598435792038,0.06786124073881808,0.8488767869298843,0.8777533039647577,0.8380651945320715,0.8332101979098878,0.08340290200755315,0.19459543198151774,0.9213872832369943,0.7450331125827815,0.25496688741721857,0.07861271676300578,0.68630895385259
0.8599317835023786,0.8846696771046583,0.042123160279828875,0.19006439405770725,0.04936992900235233,0.8488767869298843,0.8684834123222749,0.8906439854191981,0.8491961107070397,0.0595686798990851,0.22470650043443996,0.8473988439306358,0.8509933774834437,0.1490066225165563,0.15260115606936417,0.6923245627271836
0.8687614602433739,0.8914966923925027,0.0412984050505891,0.19544038310170542,0.02842070265317742,0.8366235534377128,0.863481228668942,0.8499440089585666,0.8278011713815412,0.07980485729049525,0.2319707409727414,0.8774566473988439,0.7781456953642384,0.22185430463576158,0.12254335260115606,0.6607391627912542
0.8765071956437184,0.8975350317237997,0.03963190436690728,0.20074000814213433,0.02770279950680713,0.8475153165418652,0.8639125151883353,0.910371318822023,0.8530356390919879,0.05963707103559379,0.22925296530542144,0.8219653179190751,0.8841059602649006,0.11589403973509933,0.17803468208092485,0.69623416766593
0.8828325554259043,0.9024979365927077,0.038792390268438615,0.20481533469158697,0.041300116855403364,0.8270932607215793,0.8390367553865653,0.9284712482468443,0.8404404164912146,0.08697832760874191,0.24014764223699547,0.7653179190751445,0.9155629139072847,0.08443708609271523,0.23468208092485549,0.6703351134667276
0.8882627496739652,0.9067763123987104,0.0389770378421925,0.20809550974064628,0.04509068484936461,0.8454731109598366,0.872112676056338,0.8505494505494505,0.8348160624736821,0.07521367521367522,0.20822135558743693,0.8947976878612717,0.7748344370860927,0.2251655629139073,0.10520231213872833,0.6786349203650347
0.8936665370154285,0.9110673758288469,0.03842945569066711,0.2115976295817864,0.021514117150907616,0.853641933287951,0.8756506651243493,0.8761574074074074,0.8489960953948628,0.05650627678652842,0.22097503148847886,0.8751445086705202,0.8228476821192053,0.1771523178807947,0.12485549132947976,0.6978185791602447
0.8988884112264325,0.9152336429351072,0.03718850987265909,0.21530084564245489,0.009394076907226996,0.8495575221238938,0.8793009284543966,0.8333333333333334,0.8320397733797804,0.04380832244141164,0.20710662975610739,0.930635838150289,0.7334437086092715,0.26655629139072845,0.06936416184971098,0.6886111836506807
0.9035647607934656,0.9189806531936691,0.03589682497661531,0.2186337400970566,0.010735048690447833,0.8488767869298843,0.8773480662983425,0.8402116402116402,0.8339595375722544,0.12605843768634464,0.18959095287168193,0.9179190751445087,0.75,0.25,0.08208092485549133,0.6860706204780785
0.9077179529921654,0.9223199251637044,0.03483909315301276,0.221353271197262,0.011665379574746242,0.8584070796460177,0.8777908343125734,0.8924731182795699,0.8572885962561727,0.0846226329067753,0.2528743761239871,0.8635838150289017,0.8509933774834437,0.1490066225165563,0.13641618497109825,0.7101570542593069
